item_name,price,rating,reviews,brand_name,weighted_review
Steve Madden Women's Ecentrcq Sneaker,59.95,4.0,5258,Steve Madden,21032.0
Hey Dude womens Wendy Chambray,31.66,4.7,4451,Hey Dude,20919.7
Hey Dude Girl's Wendy Youth Linen Grey Multiple | Girl’s Shoes | Girl’s Lace Up Loafers | Comfortable & Light-Weight,35.96,4.7,4441,Hey Dude,20872.7
DREAM PAIRS Women's Elastic Ankle Strap Espadrilles Wedge Sandals,45.99,4.3,4853,DREAM PAIRS,20867.899999999998
Under Armour Unisex-Child Grade School Assert 9 Running Shoe,39.97,4.7,4435,Under Armour,20844.5
PUMA Men's Enzo 2 Sneaker,44.34,4.5,4630,PUMA,20835.0
"LifeStride Women's, Dig Flat",45.0,4.2,4953,LifeStride,20802.600000000002
Reebok Women's Club C Walking Shoe,74.95,4.5,4605,Reebok,20722.5
Dr. Scholl's Shoes Women's Dynamo Slip Resistant Work Clog,60.0,3.7,5599,Dr. Scholl's Shoes,20716.3
PUMA Men's Super Liga Og Retro Sneaker,54.97,4.5,4599,PUMA,20695.5
Rockport Women's Briah Perf Sling Wedge Sandal,78.0,4.5,4594,Rockport,20673.0
Keds Women's Champion Leather Sneaker,36.0,4.5,4593,Keds,20668.5
"Salomon Quicklace Shoelace Kit, compatible with Salomon ski shoes and boots, durable and easy to use",17.75,4.3,4806,Salomon,20665.8
New Balance Women's Nb Nergize Sport Sneaker,64.94,4.4,4685,New Balance,20614.0
Clarks Women's Leisa Janna Sandal,69.99,4.5,4568,Clarks,20556.0
Dr. Scholl's Shoes Women's Ruler Slip On Loafer,42.88,4.1,5002,Dr. Scholl's Shoes,20508.199999999997
New Balance Women's 510 V5 Trail Running Shoe,61.0,4.3,4766,New Balance,20493.8
K-Swiss Women's ST329 CMF Sneaker,74.95,4.6,4449,K-Swiss,20465.399999999998
"LifeStride Women's, Saldana Pump",44.32,4.4,4650,LifeStride,20460.0
Sperry Men's Mako 2-Eye Boat Shoe,98.9,4.6,4441,Sperry,20428.6
Skechers Men's Gowalk Max-Athletic Workout Walking Shoe with Air Cooled Foam Sneaker,41.76,4.5,4524,Skechers,20358.0
Sperry Women's Bluefish 2-Eye Boat Shoe,57.31,4.4,4622,Sperry,20336.800000000003
Crocs Unisex-Adult Classic United States Military Clogs,47.0,4.8,4228,Crocs,20294.399999999998
Nike Women's Gymnastics Shoes,110.0,4.6,4365,Nike,20079.0
Bruno Marc Men's Leather Lined Dress Loafers Shoes,33.99,4.4,4553,Bruno Marc,20033.2
Roxy Women's Cabo Flip Flop Sandal,22.0,4.1,4876,Roxy,19991.6
Hey Dude womens Wally Sox,29.34,4.8,4164,Hey Dude,19987.2
Dockers Men's Craig Ultra-Light Mid Moccasin Premium Slippers,29.98,4.3,4629,Dockers,19904.7
Bruno Marc Men's Dress Oxford Shoes Classic Lace Up Formal Cap Toe Shoes,42.99,4.5,4414,Bruno Marc,19863.0
Hey Dude Women's Karina Shoes Multiple Colors,45.49,4.6,4317,Hey Dude,19858.199999999997
adidas Originals Men's Stan Smith (End Plastic Waste) Sneaker,97.99,4.6,4293,adidas Originals,19747.8
FootJoy Men's Fj Originals Golf Shoe,99.95,4.7,4168,FootJoy,19589.600000000002
Crocs Women's Crocs At Work Flat | Women's Flats | Work Shoes for Women,26.95,4.2,4664,Crocs,19588.8
New Balance Women's 410 V7 Trail Running Shoe,51.75,4.4,4440,New Balance,19536.0
Merrell Men's Moab Adventure MOC Hiking Shoe,87.74,4.5,4339,Merrell,19525.5
PUMA Women's Prowl Slip on Sneaker,55.89,4.6,4242,PUMA,19513.199999999997
Dr. Scholl's Shoes Men's Sync Oxford,65.0,4.3,4529,Dr. Scholl's Shoes,19474.7
Brooks Men's Revel 4 Running Shoe,89.99,4.6,4222,Brooks,19421.199999999997
LifeStride Women's Dreams Pump,43.0,4.0,4849,LifeStride,19396.0
Keds Women's Champion Leather Lace-up Sneaker,36.0,4.5,4296,Keds,19332.0
Dr. Scholl's Shoes Men's Gordon Sandal,38.57,4.5,4291,Dr. Scholl's Shoes,19309.5
Rockport Men's Northfield Oxford,82.97,4.4,4375,Rockport,19250.0
Clarks Men's Northam Edge Loafer,53.3,4.4,4358,Clarks,19175.2
Saucony Women's Versafoam Excursion Tr13 Trail Running Shoe,47.0,4.4,4345,Saucony,19118.0
LifeStride Women's Charlotte Heeled Sandal,41.99,4.3,4434,LifeStride,19066.2
Skechers Women's Breathe Easy-Good Influence Sneaker,45.0,4.3,4427,Skechers,19036.1
Keds Women's Chillax Twill Slip On Sneaker,40.5,4.4,4326,Keds,19034.4
New Balance Men's 813 V1 Lace-up Walking Shoe,53.94,4.4,4325,New Balance,19030.0
"LifeStride Women's, Rozz Mary Jane Pump",50.01,4.3,4423,LifeStride,19018.899999999998
Rockport Men's Darwyn Fishermen Fisherman Sandal,57.44,4.4,4314,Rockport,18981.600000000002
"TOMS Women's, Alpargata Recycled Slip-On",38.61,4.6,4120,TOMS,18952.0
WHITE MOUNTAIN Women's Gracie Sandal,23.99,4.5,4185,WHITE MOUNTAIN,18832.5
Merrell Men's Hydro Moc Water Shoe,40.58,4.5,4145,Merrell,18652.5
DREAM PAIRS Boys & Girls Toddler/Little Kid/Big Kid Outdoor Summer Sandals,29.99,4.6,4048,DREAM PAIRS,18620.8
ASICS Men's Gel-Kayano 28 Running Shoes,93.95,4.6,4047,ASICS,18616.199999999997
DREAM PAIRS Women’s Chunky Low Block Heel Pumps Comfort Oxfords Shoes,43.99,4.4,4161,DREAM PAIRS,18308.4
"Reebok Work Men's Rapid Response RB8678 Safety Boot,Black",127.57,4.4,4149,Reebok,18255.600000000002
Rockport Men's Eberdon Loafer,46.87,4.4,4149,Rockport,18255.600000000002
Bruno Marc Men's Casual Dress Shoes,39.09,4.4,4134,Bruno Marc,18189.600000000002
Amazon Essentials Men's Flip Flop Sandal,19.0,4.3,4213,Amazon Essentials,18115.899999999998
Dr. Scholl's Shoes Women's Giorgie Slip On Ballet Flat,29.99,3.7,4862,Dr. Scholl's Shoes,17989.4
"Crocs Men's Santa Cruz Loafers, Comfortable Men's Loafers, Slip On Shoes, Khaki/Khaki, 10 Men",32.0,4.7,3815,Crocs,17930.5
"LifeStride Women's, Mexico Wedge Sandal",23.99,4.3,4159,LifeStride,17883.7
"LifeStride Women's, Pascal Pump",35.98,4.3,4153,LifeStride,17857.899999999998
Roxy Women's Porto Sandal Flip Flop,30.72,4.3,4149,Roxy,17840.7
Steve Madden Women's Donddi Sandal,38.97,4.3,4140,Steve Madden,17802.0
Clarks Men's Tilden Free Slip-On Loafer,47.86,4.4,4017,Clarks,17674.800000000003
Crocs Bayaband Sandal (Toddler/Little Kid),29.99,4.7,3759,Crocs,17667.3
Dr. Scholl's Shoes Women's Nova Sneaker,50.0,4.3,4102,Dr. Scholl's Shoes,17638.6
Crocs Unisex-Child Kids' Bayaband Clog,29.99,4.8,3672,Crocs,17625.6
Dockers Men's Sinclair Kiltie Loafer,59.95,4.4,4001,Dockers,17604.4
New Balance Women's 574 Core Sneaker,86.53,4.6,3807,New Balance,17512.199999999997
PUMA Women's Adelina Sneaker,41.33,4.4,3965,PUMA,17446.0
Crocs Womens Literide 360 Pacer,32.5,4.2,4146,Crocs,17413.2
Bruno Marc Men's Fashion Sneakers,31.19,4.3,4039,Bruno Marc,17367.7
Merrell Women's Encore Breeze 3 Slip-On Shoe,58.06,4.5,3855,Merrell,17347.5
Capezio Women's Daisy Ballet Shoe,23.41,4.4,3908,Capezio,17195.2
Clarks Women's Sharon Dolly Loafer,46.99,4.4,3906,Clarks,17186.4
Hey Dude Wally Free,36.15,4.7,3618,Hey Dude,17004.600000000002
Rockport Men's Classic Penny Loafer,60.17,4.4,3861,Rockport,16988.4
WHITE MOUNTAIN Women's Hayleigh Flat Sandal,29.5,4.4,3861,WHITE MOUNTAIN,16988.4
Columbia Men's Bahama Vent PFG Boat Shoe,49.69,4.6,3691,Columbia,16978.6
Dr. Scholl's Shoes Women's Classic Sandal Faux Wood Slide Sandal,29.99,4.0,4241,Dr. Scholl's Shoes,16964.0
Under Armour Men's Lockdown 5 Basketball Shoe,34.99,4.5,3757,Under Armour,16906.5
Bruno Marc Men's Goldman-02 Slip on Leather Lined Square Toe Dress Loafers Shoes for Casual Weekend Formal Work,37.99,4.4,3835,Bruno Marc,16874.0
Amazon Essentials Women's Ankle Boot,38.7,4.3,3894,Amazon Essentials,16744.2
Bruno Marc Men's Classic Modern Formal Oxfords Lace Up Leather Lined Dress Shoes,34.99,4.4,3802,Bruno Marc,16728.800000000003
WHITE MOUNTAIN Women's Carly Footbed Sandal,23.47,4.5,3700,WHITE MOUNTAIN,16650.0
adidas Duramo SL Running Shoes,54.0,4.6,3612,adidas,16615.199999999997
Reebok Unisex-Adult Nano X1 Cross Trainer,89.95,4.4,3767,Reebok,16574.800000000003
Hey Dude Women's Wendy Sox Moc Toe Shoes,42.5,4.8,3447,Hey Dude,16545.6
FootJoy Men's Superlites Xp Golf Shoes,79.99,4.6,3586,FootJoy,16495.6
"Crocs Men's Santa Cruz Loafers, Comfortable Men's Loafers, Slip On Shoes, Khaki/Khaki, 11 Men",32.0,4.7,3501,Crocs,16454.7
Dockers Men’s Vargas Leather Handsewn Boat Shoe,53.55,4.4,3733,Dockers,16425.2
Ryka Women's Devotion Plus 2 Walking Shoe,69.95,4.3,3819,Ryka,16421.7
JBU by Jambu Women's Gwen Waterproof Rain Shoe,29.92,4.4,3717,JBU by Jambu,16354.800000000001
Hey Dude Women's Wendy Classic | Women’s Shoes | Women’s Lace Up Loafers | Comfortable & Light-Weight,35.06,4.7,3456,Hey Dude,16243.2
Cole Haan Men's Pinch Tassel Loafer,160.0,4.4,3661,Cole Haan,16108.400000000001
Bruno Marc Men's Driving Moccasins Penny Loafers Slip on Loafer Shoes,36.99,4.4,3652,Bruno Marc,16068.800000000001
Merrell Women's MOAB 2 WTPF Hiking Shoe,74.91,4.4,3652,Merrell,16068.800000000001
Under Armour Unisex-Child Pre School Assert 9 Alternate Closure Running Shoe,31.91,4.6,3474,Under Armour,15980.4
Sperry Men's Baitfish Thong Sandal,49.46,4.7,3394,Sperry,15951.800000000001
ASICS Men's Gel-Excite 8 Running Shoes,64.95,4.6,3461,ASICS,15920.599999999999
Under Armour Men's Surge 3 Running Shoe,65.0,4.5,3511,Under Armour,15799.5
WHITE MOUNTAIN Women's Helga Footbed Sandal,39.95,4.4,3590,WHITE MOUNTAIN,15796.000000000002
Dockers Men’s Trustee Leather Oxford Dress Shoe,54.99,4.5,3495,Dockers,15727.5
Clarks Men's Cotrell Walk Oxford,49.68,4.3,3642,Clarks,15660.599999999999
New Balance Men's Fresh Foam 680 V7 Running Shoe,59.78,4.5,3478,New Balance,15651.0
TOMS Women's Suede Majcut Black 10009812,71.63,4.5,3470,TOMS,15615.0
"Amazon Essentials Men's Performance Cotton Cushioned Athletic Crew Socks, 6 Pairs",17.5,4.5,3463,Amazon Essentials,15583.5
PUMA Men's Axelion Spark Sneaker,60.65,4.5,3459,PUMA,15565.5
Clarks Women's Padmora Oxford,55.63,4.5,3438,Clarks,15471.0
Dr. Scholl's Shoes Women's Sheena Platform Wedge Sandal,80.0,4.3,3594,Dr. Scholl's Shoes,15454.199999999999
Dr. Scholl's Shoes Women's Find Me Loafer,40.29,3.8,4055,Dr. Scholl's Shoes,15409.0
TOMS Women's Classic Espadrille Wedge Sandal,39.97,4.2,3667,TOMS,15401.400000000001
Cole Haan Women's Grand Crosscourt Ii Sneaker,119.95,4.4,3497,Cole Haan,15386.800000000001
Easy Spirit Women's Travelport19 Mule,29.68,4.5,3406,Easy Spirit,15327.0
New Balance Women's Fresh Foam 680 V7 Running Shoe,70.0,4.3,3558,New Balance,15299.4
Under Armour Men's Charged Pursuit 3 Running Shoe,59.95,4.4,3460,Under Armour,15224.000000000002
Cole Haan Men's Grand Motion Woven Stitchlite Sneaker,72.57,4.6,3293,Cole Haan,15147.8
Steve Madden Women's Wedgie Sneaker,41.97,4.3,3513,Steve Madden,15105.9
Capezio Women's Canvas Pirouette Ii Dance Shoe,23.0,4.6,3263,Capezio,15009.8
Dr. Scholl's Shoes Men's Winder II Slip Resistant Work Loafer,70.0,4.2,3567,Dr. Scholl's Shoes,14981.400000000001
PUMA Women's Softride Sophia Running Shoe,50.74,4.5,3321,PUMA,14944.5
Nike Men's Tennis Shoe,83.96,4.5,3317,Nike,14926.5
Salomon Men's Speedcross 5 GORE-TEX Trail Running Shoes,154.48,4.7,3166,Salomon,14880.2
Cole Haan Men's Zerogrand Stitchlite Wingtip Oxford,95.78,4.7,3155,Cole Haan,14828.5
Cole Haan Men's Original Grand Knit Wingtip II Sneaker,71.89,4.7,3147,Cole Haan,14790.900000000001
Merrell Men's Encore Gust Slip-On Shoe,65.64,4.5,3284,Merrell,14778.0
Sperry Kid's Port Boot,43.73,4.7,3139,Sperry,14753.300000000001
Columbia Men's Bahama Vent PFG Lace Relaxed Boat Shoe,56.24,4.6,3199,Columbia,14715.4
DREAM PAIRS Boys Girls Lightweight Tennis Running Shoes Athletic Sneakers,32.99,4.6,3189,DREAM PAIRS,14669.4
Nike Women's Court Vision Low Sneaker,62.0,4.4,3317,Nike,14594.800000000001
Bruno Marc Men's Dress Sneakers Casual Oxford Formal Shoes,46.99,4.3,3389,Bruno Marc,14572.699999999999
Dockers Men's Castaway Boat Shoe,59.99,4.3,3382,Dockers,14542.599999999999
Salomon Women's Speedcross 5 Trail Running Shoes,139.75,4.7,3058,Salomon,14372.6
Saucony Women's Cohesion 14 Road Running Shoe,49.95,4.2,3408,Saucony,14313.6
Hey Dude Men's Paul Shoes Multiple Colors,46.95,4.8,2978,Hey Dude,14294.4
DREAM PAIRS Boys Girls Breathable Sneakers Running Shoes,32.99,4.4,3241,DREAM PAIRS,14260.400000000001
Brooks Mens Glycerin 16 Running Shoe,158.81,4.6,3063,Brooks,14089.8
Nike Men's Flex Control Tr4 Cross Trainer,65.14,4.5,3131,Nike,14089.5
Brooks Women's Levitate 4 Running Shoe,61.07,4.3,3273,Brooks,14073.9
Nike Men's Ebernon Low Basketball Shoe,51.31,4.3,3257,Nike,14005.099999999999
Saucony Men's Cohesion 14 Road Running Shoe,49.95,4.5,3106,Saucony,13977.0
Clarks Women's Sharon Gracie Loafer,48.99,4.4,3175,Clarks,13970.000000000002
adidas Men's Lite Racer BYD 2.0 Running Shoe,57.74,4.3,3248,adidas,13966.4
Bruno Marc Boy's Prince-K1 Classic Oxfords Dress Shoes,35.99,4.6,3031,Bruno Marc,13942.599999999999
adidas Men's Terrex Agravic Trail Running Shoes Hiking,58.9,4.4,3165,adidas,13926.000000000002
Bruno Marc Men's Bush Driving Loafers Moccasins Shoes,32.99,4.3,3228,Bruno Marc,13880.4
TOMS Men Classic,41.16,4.4,3143,TOMS,13829.2
DREAM PAIRS Adorable Mary Jane Side Bow Ballerina Flat (Toddler/Little Girl),12.59,4.5,3072,DREAM PAIRS,13824.0
Lugz Men's Drifter-Ripstop Fashion Boot,38.16,3.2,4317,Lugz,13814.400000000001
Brooks Men's Revel 5 Neutral Running Shoe,69.95,4.7,2939,Brooks,13813.300000000001
Steve Madden Women's Gills Sneaker,39.99,4.4,3124,Steve Madden,13745.6
Dr. Scholl's Shoes Women's Double Boot,59.18,4.2,3260,Dr. Scholl's Shoes,13692.0
Dr. Scholl's Shoes Women's Insane Loafer,60.0,4.1,3332,Dr. Scholl's Shoes,13661.199999999999
DREAM PAIRS Low Heels for Women Wedding Dress Closed Toe Pump Shoes,45.99,4.3,3162,DREAM PAIRS,13596.599999999999
Merrell Women's Slingback Sandal,49.95,4.5,3013,Merrell,13558.5
Amazon Essentials Women's Warm Cushioned Slippers for Indoor/Outdoor,24.99,4.4,3076,Amazon Essentials,13534.400000000001
Rockport Men's Get Your Kicks Blucher Fashion Sneaker,57.66,4.2,3220,Rockport,13524.0
Roxy Women's Liza Sandal Flip-Flop,20.4,4.5,3001,Roxy,13504.5
PUMA Unisex-Adult Rebound Layup Sneaker,55.0,4.6,2935,PUMA,13500.999999999998
Amazon Essentials Men's Canvas Slip on Loafer,24.72,4.3,3138,Amazon Essentials,13493.4
Amazon Essentials Women's Moccasin Slipper,22.43,4.2,3194,Amazon Essentials,13414.800000000001
adidas Originals Women's Swift Run Sneaker,90.0,4.5,2974,adidas Originals,13383.0
Hey Dude womens Wendy Chambray,33.4,4.6,2909,Hey Dude,13381.4
Nike Women's Race Running Shoe,59.5,4.3,3110,Nike,13373.0
adidas Unisex-Child Samba Classic Soccer Shoe,49.98,4.7,2844,adidas,13366.800000000001
Bruno Marc Men’s Oxford Dress Sneakers Casual Leather Dress Shoes,64.99,4.4,3035,Bruno Marc,13354.000000000002
PUMA Men's Axelion Ridge Cross-Trainer,57.0,4.5,2966,PUMA,13347.0
"OLUKAI Ulele Men's Beach Sandals, Quick-Dry Flip-Flop Slides, Water Resistant Suede Lining & Wet Grip Soles, Soft Comfort Fit & Arch Support",80.0,4.6,2893,OLUKAI,13307.8
K-Swiss Kid's Classic VN Sneaker,59.95,4.6,2889,K-Swiss,13289.4
"Amazon Essentials Girls and Toddlers' Cotton Uniform Turn Cuff Sock, 9 Pairs",12.8,4.6,2878,Amazon Essentials,13238.8
Steve Madden Women's Cliff Sneaker,74.95,4.4,3007,Steve Madden,13230.800000000001
adidas Originals Men's Swift Essential Sneaker,84.94,4.5,2932,adidas Originals,13194.0
TOMS Men's Espadrilles,38.46,4.6,2866,TOMS,13183.599999999999
adidas Originals Men's Smooth Runner Sneaker,59.41,4.5,2920,adidas Originals,13140.0
Dr. Scholl's Women's Brilliance Wide Calf Riding Boot,120.0,4.0,3283,Dr. Scholl's Shoes,13132.0
Under Armour Men's Ansa Graphic Fixed Strap Slide Sandal,22.97,4.6,2852,Under Armour,13119.199999999999
Keds Women's Champion Leather Sneaker,54.59,4.4,2965,Keds,13046.000000000002
Cole Haan Men's Crosscourt Modern Sneaker,117.89,4.6,2833,Cole Haan,13031.8
DREAM PAIRS Girls Ballerina Dress Shoes Mary Jane Flats,28.99,4.3,3024,DREAM PAIRS,13003.199999999999
Nike Women's Running Shoes,59.99,4.5,2884,Nike,12978.0
Amazon Essentials Women's Two Strap Buckle Sandal,29.8,4.4,2943,Amazon Essentials,12949.2
"OLUKAI Nohea Moku Men's Shoes, All Day Sneakers, No Tie Laces & Stretch Construction, Breathable Mesh & All Weather Rubber Soles",120.0,4.6,2815,OLUKAI,12948.999999999998
Clarks Women's Ashland Effie Slip-On Loafer,41.99,4.5,2865,Clarks,12892.5
Nike Unisex-Child Star Runner 3 Pre School Running Shoe,53.08,4.5,2859,Nike,12865.5
Capezio Women's Economy Jazz Slip on Shoe,47.75,4.4,2918,Capezio,12839.2
Capezio Women's N625 Jr. Tyette Tap Shoe,32.5,4.4,2910,Capezio,12804.000000000002
Merrell Women's Terran Slide II,56.95,4.5,2831,Merrell,12739.5
LifeStride Women's Sanya Pump,50.01,4.5,2831,LifeStride,12739.5
Merrell Women's Siren Edge 3 Hiking Shoe,65.4,4.5,2828,Merrell,12726.0
Rockport Men's Rugged Bucks Waterproof Boot,99.95,4.3,2943,Rockport,12654.9
Dockers Men's Agent Slip-On Loafer,39.98,4.5,2808,Dockers,12636.0
Hey Dude womens Wendy Funk Chambray,41.99,4.7,2688,Hey Dude,12633.6
adidas Originals Women's Nizza Platform Sneaker,56.98,4.5,2804,adidas Originals,12618.0
K-Swiss Women's Court Pro II CMF Sneaker,49.97,4.6,2743,K-Swiss,12617.8
"adidas Originals Unisex-Adult Stan Smith (2016) Trainers, 8",53.32,4.6,2740,adidas Originals,12603.999999999998
Dr. Scholl's Shoes Women's Rate Zip Ankle Boot,47.7,4.3,2930,Dr. Scholl's Shoes,12599.0
Keds Women's Double Decker Leather Slip on Sneaker,41.14,4.4,2852,Keds,12548.800000000001
Keds Unisex-Child Champion Lace Toe Cap Sneaker,34.95,4.7,2665,Keds,12525.5
Crocs Unisex-Adult Classic Cozzzy Platform Sandals | Fuzzy Slippers Slide,37.91,4.7,2665,Crocs,12525.5
DREAM PAIRS Boys Girls Running Shoes Athletic Sneakers,29.99,4.5,2762,DREAM PAIRS,12429.0
Sperry Top-Sider Leeward 2 Eye Boat Shoe,89.0,4.4,2821,Sperry,12412.400000000001
Brooks Men's Addiction Walker 2 Walking Shoe - Black/Black - 11,129.95,4.4,2816,Brooks,12390.400000000001
Rockport Men's Springboro Rocklake Sandal,51.89,4.6,2688,Rockport,12364.8
Clarks Women's Merliah Karli Sandal,46.99,4.3,2855,Clarks,12276.5
Hey Dude Women's Wendy Rise Peacock | Women’s Shoes | Women’s Lace Up Loafers | Comfortable & Light-Weight,41.71,4.7,2595,Hey Dude,12196.5
Rockport Women's Ramona Flat Sandal,37.89,4.4,2755,Rockport,12122.000000000002
Dockers Men's Sunland Slide Sandal,29.97,4.4,2750,Dockers,12100.000000000002
Merrell Women's Encore Breeze 4,59.78,4.4,2724,Merrell,11985.6
adidas Men's Terrex Swift R2 Gore-tex Hiking Walking Shoe,119.64,4.5,2663,adidas,11983.5
DREAM PAIRS Women's High Heels Platform Dress Rhinestones Peep Toe Pumps Shoes,49.99,4.4,2721,DREAM PAIRS,11972.400000000001
"Amazon Essentials Men's Solid Dress Socks, 5 Pairs",13.7,4.5,2659,Amazon Essentials,11965.5
Reebok Men's Work N Cushion 4.0 Walking Shoe,69.99,4.3,2761,Reebok,11872.3
Sperry Womens A/O 2-Eye Boat Shoe,60.74,4.4,2694,Sperry,11853.6
PUMA Men's Viz Runner Sneaker,49.0,4.4,2693,PUMA,11849.2
"Ryka Women's, Vivid RZX Sneaker",47.99,4.2,2817,Ryka,11831.4
Reebok Men's Work N Cushion 4.0 Walking Shoe,50.0,4.3,2751,Reebok,11829.3
Sperry Men's Bahama Ii Boat Shoe,47.71,4.6,2566,Sperry,11803.599999999999
FootJoy Men's Fj Flex Golf Shoe,96.0,4.6,2561,FootJoy,11780.599999999999
TOMS Women's Alpargata Loafer,44.95,4.5,2614,TOMS,11763.0
Clarks Women's Ayla Low Ballet Flat,46.94,4.2,2800,Clarks,11760.0
ASICS Men's Gel-Cumulus 23 Running Shoes,59.0,4.5,2612,ASICS,11754.0
Crocs unisex-child Classic Grogu Clog,46.99,4.8,2439,Crocs,11707.199999999999
PUMA Men's Redon Move Sneaker,44.0,4.2,2783,PUMA,11688.6
"LifeStride Women's, Deja Vu Flats",27.15,4.0,2907,LifeStride,11628.0
Bruno Marc Men's Dress Loafer Shoes Monk Strap Slip On Loafers,45.99,4.4,2624,Bruno Marc,11545.6
DREAM PAIRS Women's Elastic Ankle Strap Wedge Sandals,42.99,4.2,2746,DREAM PAIRS,11533.2
Steve Madden Women's Irenee Heeled Sandal,79.95,4.3,2677,Steve Madden,11511.1
ASICS Women's Gel-Dedicate 6 Tennis Shoes,68.52,4.4,2616,ASICS,11510.400000000001
DREAM PAIRS Women’s Open Toe Ankle Strap Sparkly Strappy Chunky Heel Pump Sandals,45.99,4.3,2669,DREAM PAIRS,11476.699999999999
Dr. Scholl's Shoes Women's Wander Up Sneaker,70.4,4.2,2723,Dr. Scholl's Shoes,11436.6
"LifeStride Women's, Aliza Flat",35.99,4.3,2659,LifeStride,11433.699999999999
Cole Haan Women's 2.Zerogrand Stitchlite Oxford,63.99,4.7,2428,Cole Haan,11411.6
Capezio Women's Jr. Footlight T-Strap Dance Shoe,49.5,4.2,2712,Capezio,11390.4
Keds Women's Center 2 Sneaker,39.95,4.5,2529,Keds,11380.5
Columbia Men's Redmond V2 Mid Waterproof Hiking Shoe,74.0,4.4,2579,Columbia,11347.6
Merrell Men's Jungle Moc LTR 2 Moccasin,60.0,4.5,2518,Merrell,11331.0
Bruno Marc Men's Faux Patent Leather Tuxedo Dress Shoes Classic Lace-up Formal Oxford,49.99,4.5,2516,Bruno Marc,11322.0
ASICS Women's Gel-Dedicate 7 Tennis Shoes,58.42,4.3,2631,ASICS,11313.3
PUMA Men's Grip Fusion Sport Golf Shoe,59.97,4.5,2512,PUMA,11304.0
Dr. Scholl's Shoes Women's Brief-Ankle Boot,44.57,4.1,2753,Dr. Scholl's Shoes,11287.3
Clarks Women's Cora Daisy Loafer,45.72,4.3,2622,Clarks,11274.6
Nike Unisex-Child Team Hustle D 9 (Gs) Sneaker,41.0,4.6,2447,Nike,11256.199999999999
Nike Men's Slippers,28.0,4.6,2445,Nike,11247.0
Sperry Men's Halyard CVO Sneaker,64.94,4.6,2443,Sperry,11237.8
Saucony Excursion TR14 Women's,26.09,4.5,2494,Saucony,11223.0
ASICS Women's GT-1000 10 Running Shoes,65.29,4.6,2437,ASICS,11210.199999999999
Rockport Men's Margin Oxford,80.8,4.5,2481,Rockport,11164.5
ASICS Women's JOLT 3 Running Shoes,39.95,4.5,2477,ASICS,11146.5
Steve Madden Men's Harken Chukka Boot,85.0,4.3,2581,Steve Madden,11098.3
"OLUKAI Moloa Slipper Men's Slippers, Premium Nubuck Leather Slip On Shoes, Shearling Lining & Gel Insert, Drop-In Heel Design",129.99,4.8,2305,OLUKAI,11064.0
Lugz Men's Lear Fashion Sneaker,22.94,4.3,2573,Lugz,11063.9
"Ryka Women's, Devotion XT Training Shoe",52.98,4.3,2566,Ryka,11033.8
Rockport Men's Darwyn Slide 2 Sandal,48.49,4.0,2757,Rockport,11028.0
Rockport Men's Darwyn Slide 2 Sandal,49.33,4.0,2757,Rockport,11028.0
DREAM PAIRS Women's Two Strap Open Toe Low Block Chunky Heels Sandals Dress Pumps Shoes,36.99,4.3,2559,DREAM PAIRS,11003.699999999999
Easy Spirit Women's Punter Athletic Shoe,53.59,4.4,2495,Easy Spirit,10978.0
"LifeStride Women's, Margot Loafer",41.99,4.2,2605,LifeStride,10941.0
WHITE MOUNTAIN Shoes Women's Dorian Boot,59.98,4.5,2415,WHITE MOUNTAIN,10867.5
Nike Men's Basketball Shoe,103.99,4.5,2413,Nike,10858.5
Capezio Little Kid/Big Kid 3800 Mary Jane Tap Shoe,51.0,4.6,2353,Capezio,10823.8
Columbia Men's Crestwood Mid Waterproof Hiking Shoe,67.49,4.5,2403,Columbia,10813.5
Bruno Marc Men's Dress Ankle Boots Cap Toe Oxford Boot,56.99,4.4,2447,Bruno Marc,10766.800000000001
ASICS Men's Gel-Dedicate 7 Tennis Shoes,64.95,4.4,2434,ASICS,10709.6
"Ryka Women's, Ultimate Running Shoe",51.5,4.3,2477,Ryka,10651.1
Bruno Marc Men's Dress Shoes Casual Oxford,43.99,4.3,2474,Bruno Marc,10638.199999999999
Easy Spirit Women's Romy Sneaker,39.11,4.5,2360,Easy Spirit,10620.0
ALTRA Men's AL0A547L Lone Peak 6 Trail Running Shoe,91.93,4.6,2298,ALTRA,10570.8
adidas Women's Racer Tr21 Running Shoe,45.0,4.4,2397,adidas,10546.800000000001
Skechers Men's Dighton Work Shoe,39.99,4.2,2505,Skechers,10521.0
"OLUKAI Ho'opio Women's Beach Sandals, Quick-Dry Flip-Flop Slides, Water Resistant & Modern Low Profile Design, All-Day Comfort Fit & Wet Grip Soles",75.0,4.7,2238,OLUKAI,10518.6
WHITE MOUNTAIN Women's Harley Footbed Sandal,35.4,4.5,2334,WHITE MOUNTAIN,10503.0
Cole Haan Men's Lenox Hill Cap Oxford,86.91,4.4,2380,Cole Haan,10472.0
adidas Originals Kid's Swift Essential Sneaker,55.0,4.6,2274,adidas Originals,10460.4
adidas Originals Men's Stan Smith Sneaker,65.97,4.6,2273,adidas Originals,10455.8
Hey Dude Women's Lena Shoes Multiple Colors,55.0,4.7,2223,Hey Dude,10448.1
Bruno Marc Women’s Slip-on Loafers Casual Shoes,29.99,4.4,2369,Bruno Marc,10423.6
LifeStride Women's Adalene Ballet Flat,35.99,4.1,2509,LifeStride,10286.9
