item_name,price,rating,reviews,brand_name,weighted_review
Keds Women's Kickback Canvas Sneaker,60.0,4.3,334,Keds,1436.2
White Mountain Shoes Valencia Women's Clog Sandal,40.63,4.5,318,WHITE MOUNTAIN,1431.0
"Amazon Essentials Unisex Kids' Cotton Ankle Socks, 14 Pairs",14.93,4.5,318,Amazon Essentials,1431.0
Roxy Girl's Porto Sandal Flip-Flop,24.0,4.5,318,Roxy,1431.0
Merrell Kid's Oakcreek Mid Lace Waterproof Hiking Boot,54.95,4.5,316,Merrell,1422.0
Brooks Men’s Trace 2 Neutral Running Shoe,99.95,4.6,309,Brooks,1421.3999999999999
Nike Women SuperRep Cycle Biking Shoes (CJ0775-348),51.21,4.0,355,Nike,1420.0
Dockers Moccasin Slippers,39.0,4.2,338,Dockers,1419.6000000000001
Sperry Unisex-Child Songfish Boat Shoe,51.32,4.7,302,Sperry,1419.4
Brooks Men's Caldera 5 Trail Running Shoe,69.0,4.5,315,Brooks,1417.5
LifeStride Women's Gigi Sling Pump,47.99,4.1,345,LifeStride,1414.4999999999998
Salomon Women's X Ultra Pioneer Mid Climasalomon Waterproof Hiking Boots Trail Running Shoe,112.5,4.3,328,Salomon,1410.3999999999999
Dockers Men's Manvel Oxford,49.95,4.5,313,Dockers,1408.5
Merrell Men's Water Shoe Hydro Slide,44.5,4.4,320,Merrell,1408.0
Keds Women's Kickstart Retro Court Leather Sneaker,64.95,4.5,312,Keds,1404.0
Under Armour Unisex-Adult Jet '21 Basketball Shoe,62.97,4.5,311,Under Armour,1399.5
"OLUKAI Ku'una Slipper, Women's Slip-On Shoes, Genuine Shearling & Premium Nubuck Leather, Drop-In Heel Design, Cozy & Ultra-Soft Comfort Fit",130.0,4.5,311,OLUKAI,1399.5
ASICS Women's Gel-Nimbus 25 Running Shoes,129.14,4.5,311,ASICS,1399.5
Brooks Women's Caldera 5 Trail Running Shoe,69.95,4.3,325,Brooks,1397.5
Capezio Kids' Turning Pointe 55 Ballet Shoe,30.58,4.6,302,Capezio,1389.1999999999998
Steve Madden Women's Catcher Sneaker,74.95,4.2,329,Steve Madden,1381.8
LifeStride Women's Kascade Espadrille Wedge Mary Jane Flat,44.63,4.1,334,LifeStride,1369.3999999999999
Lugz Men's Roamer Hi Chukka Boot,63.75,4.1,333,Lugz,1365.3
Dr. Scholl's Shoes Women's Inhale Slip-Resistant Sneaker,34.87,3.9,350,Dr. Scholl's Shoes,1365.0
Roxy Women's Slippy Jute Slide Sport Sandal,31.95,4.2,325,Roxy,1365.0
"OLUKAI Kaula Pa'a Kapa Women's Espadrilles, Linen Slip-On Shoes with Lightweight Drop-in Heel Design, Braided Water-Resistant Jute & Wet Grip Soles",67.55,4.4,310,OLUKAI,1364.0
Easy Spirit Traveltime 528,39.99,4.5,302,Easy Spirit,1359.0
Capezio Women's 459 Suede Sole Jr. Footlight Character Shoe,58.26,3.8,357,Capezio,1356.6
Reebok Women's Club C High Top Sneaker,64.97,4.5,301,Reebok,1354.5
Brooks Women's Signal 3 Running Shoe,79.9,4.5,301,Brooks,1354.5
Easy Spirit Women's Caldise Pump,50.29,3.8,356,Easy Spirit,1352.8
Dr. Scholl's Shoes Women's Jam Session Sneaker,33.15,3.8,356,Dr. Scholl's Shoes,1352.8
"Amazon Essentials Men's Flip Flops, Pack of 3",25.1,4.3,314,Amazon Essentials,1350.2
Under Armour Men's Surge 3 Running Shoe,38.01,4.6,293,Under Armour,1347.8
Sperry Unisex-Child Bodie Washable Sneaker,34.95,4.5,299,Sperry,1345.5
Capezio Women's E-Series Jazz Slip on Dance Shoe,41.3,4.1,328,Capezio,1344.8
Crocs Unisex-Adult Classic Rainbow Dye Clog,47.97,4.8,280,Crocs,1344.0
FootJoy Men's Pro/Sl Carbon Golf Shoes,99.95,4.6,292,FootJoy,1343.1999999999998
Rockport Men's Robinsyn Waterproof Cap Toe Oxford,51.09,4.5,298,Rockport,1341.0
Saucony Men's Triumph 20 Running Shoe,110.0,4.5,298,Saucony,1341.0
Ryka Women's Echo Low Sneaker,69.99,4.0,334,Ryka,1336.0
Life Stride Women's Mega Dress Sandal Heeled,29.99,4.2,318,LifeStride,1335.6000000000001
Hey Dude womens Wendy,35.67,4.6,289,Hey Dude,1329.3999999999999
Under Armour Unisex-Child Pre School Lockdown 6 Basketball Shoe,39.59,4.6,289,Under Armour,1329.3999999999999
FootJoy Women's Fj Flex Golf Shoe,99.95,4.6,288,FootJoy,1324.8
Nike Mens Free Rn 2018 Running Shoe,80.03,4.4,300,Nike,1320.0
Dockers Mens Ransom Rugged Chelsea Boot,59.99,4.3,306,Dockers,1315.8
Dr. Scholl's Shoes Women's See Me Sneaker,62.7,4.3,306,Dr. Scholl's Shoes,1315.8
Reebok Men's Nfx Cross Trainer,58.94,4.6,285,Reebok,1311.0
ALTRA Women's AL0A4VRA Lone Peak All-WTHR Mid Trail Running Shoe,100.0,4.4,296,ALTRA,1302.4
Cole Haan Men's Generation Zerogrand Ii Sneaker,108.49,4.6,283,Cole Haan,1301.8
Clarks Women's Teresa Step Pump,53.33,4.2,309,Clarks,1297.8
Brooks Women's Transmit 3 Running Shoe,89.96,4.6,282,Brooks,1297.1999999999998
"TOMS Women's, Marisol Sandal",59.95,4.1,315,TOMS,1291.5
PUMA Men's Proadapt Alphacat Golf Shoe,119.05,4.6,280,PUMA,1288.0
LifeStride Women's Zoe Sport Sandal,45.94,4.0,322,LifeStride,1288.0
adidas Originals Unisex-Child Nizza Sneaker,29.0,4.6,280,adidas Originals,1288.0
ASICS Men's Gel-Contend 8 Running Shoes,54.95,4.5,286,ASICS,1287.0
K-Swiss Men's Bigshot Light 4 Tennis Shoe,94.73,4.4,292,K-Swiss,1284.8000000000002
"Women's LifeStride, Delta Sandal",44.99,4.2,305,LifeStride,1281.0
Salomon Men's X Ultra Pioneer Aero Hiking Shoes Climbing,74.18,4.2,305,Salomon,1281.0
Under Armour Men's Charged Impulse 2 Knit Road Running Shoe,49.6,4.6,277,Under Armour,1274.1999999999998
Cole Haan Women's Piper Mule,143.0,4.4,289,Cole Haan,1271.6000000000001
FootJoy Men's Sneaker-Previous Season Style Golf Shoes,99.95,4.6,276,FootJoy,1269.6
Merrell Kid's Altalight Low Hiking Sneaker,48.67,4.6,276,Merrell,1269.6
Lugz Men's Drifter 6 Steel Toe Fashion Boot,49.99,4.3,295,Lugz,1268.5
Easy Spirit Women's Clarice Pump,34.99,4.0,316,Easy Spirit,1264.0
Steve Madden Women's Lipa Pump,39.99,4.0,315,Steve Madden,1260.0
Steve Madden Men's Laight Slip-On Loafer,99.95,4.3,292,Steve Madden,1255.6
Capezio Little Kid Agility EM1C Gym Shoe,26.0,3.8,330,Capezio,1254.0
ASICS Women's Gel-Kayano 28 Mesh Knit Running Shoes,99.95,3.8,329,ASICS,1250.2
ASICS Women's Gel-Contend 8 Running Shoes,54.95,4.4,284,ASICS,1249.6000000000001
K-Swiss Women's Classic Vn T Sneaker,69.95,4.3,290,K-Swiss,1247.0
Cole Haan Men's Originalgrand Cloudfeel Energy Merid Sw Oxford,116.0,4.6,271,Cole Haan,1246.6
adidas Men's TOUR360 22 Golf Shoes,134.98,4.2,296,adidas,1243.2
Easy Spirit Women's Dawn Clog,75.14,4.3,288,Easy Spirit,1238.3999999999999
Capezio Little Kid/Big Kid Footundeez H07C Lyrical Shoe,15.65,4.5,275,Capezio,1237.5
adidas Originals Women's Ozelia Sneaker,69.99,4.4,281,adidas Originals,1236.4
JBU by Jambu Women's Tide Oxford Flat,39.88,4.3,287,JBU by Jambu,1234.1
Capezio Women's Jr. Footlight Tap Shoe,63.77,4.3,287,Capezio,1234.1
TOMS Women's Alex Sneaker,48.91,4.2,293,TOMS,1230.6000000000001
Amazon Essentials Women's All Day Comfort Slip-Resistant Alloy-Toe Safety Athletic Work Shoe,74.93,4.3,286,Amazon Essentials,1229.8
"OLUKAI 'Aukai Women's Beach Sandals, Soft Leather Flip-Flop Slides with Non Marking Outsoles, Lightweight & All-Day Comfort",90.0,4.4,279,OLUKAI,1227.6000000000001
Merrell Women's Moab 3 Hiking Shoe,57.0,4.6,265,Merrell,1219.0
LifeStride Women's Gallery Pump,40.77,4.4,276,LifeStride,1214.4
Keds Women's Organic Canvas Chillax Slip on Sneaker,28.0,4.4,276,Keds,1214.4
Brooks Women’s Glycerin StealthFit GTS 20 Supportive Running Shoe,159.95,4.5,269,Brooks,1210.5
Columbia Men's Bahama Vent Loco Relax Iii Boat Shoe,74.95,4.6,263,Columbia,1209.8
ALTRA Men's AL0A4VQA Escalante 2.5 Road Running Shoe,137.07,4.7,257,ALTRA,1207.9
Under Armour Unisex-Child Leadoff Mid Junior Rubber Molded Baseball Cleat Shoe,35.0,4.8,251,Under Armour,1204.8
Nike Women's Gymnastics Shoe,55.0,4.4,273,Nike,1201.2
Merrell Men's Wildwood Aerosport Water Shoe,92.4,4.4,272,Merrell,1196.8000000000002
Salomon Unisex-Child Kids ALPHACROSS Blast Trail Running Shoes,48.92,4.7,254,Salomon,1193.8
Dockers Mens Cooper SupremeFlex Casual Oxford Shoe,49.95,4.5,265,Dockers,1192.5
DREAM PAIRS Boys Girls Shoes Kids Tennis Running Sports Athletic Sneakers,32.99,4.4,271,DREAM PAIRS,1192.4
PUMA Men's Rapido Iii Firm Artificial Ground Sneaker,35.9,4.2,283,PUMA,1188.6000000000001
Saucony Unisex-Child Jazz Original Sneaker,39.55,4.5,264,Saucony,1188.0
ASICS Women's MATBLAZER Wrestling Shoes,79.95,4.3,276,ASICS,1186.8
White Mountain Shoes Daisy Women's Lace-up Water Resistant Bootie,34.07,4.4,269,WHITE MOUNTAIN,1183.6000000000001
Easy Spirit Women's Romy8 Sneaker,60.14,4.4,269,Easy Spirit,1183.6000000000001
JBU by Jambu Women's Torino Moccasin,26.32,3.9,303,JBU by Jambu,1181.7
Hey Dude mens Wally Recycled Leather,64.95,4.8,246,Hey Dude,1180.8
Nike Women's Sneaker Running Shoes,83.53,4.6,256,Nike,1177.6
Easy Spirit Women's Traveltime304 Mule,50.67,4.5,261,Easy Spirit,1174.5
Lugz Women's Lear Slip-Resistant Work Shoe Food Service,53.48,4.3,273,Lugz,1173.8999999999999
Easy Spirit AP1 Sport Walking Shoe,48.95,4.3,272,Easy Spirit,1169.6
JBU by Jambu Women's Tulip Mary Jane Flat,42.39,4.4,265,JBU by Jambu,1166.0
Cole Haan Men's The Go-to Wing Oxford,120.04,4.6,253,Cole Haan,1163.8
Under Armour Unisex-Child Pre-School Assert 9 Alternate Closure Running Shoe,44.97,4.6,253,Under Armour,1163.8
Lugz Men's Driter Lx Classic Chukka Memory Foam Boot,43.85,4.6,253,Lugz,1163.8
DREAM PAIRS Boys Girls Shoes Little Big Kids Tennis Running Athletic Sports Sneakers,32.99,4.4,264,DREAM PAIRS,1161.6000000000001
ASICS Men's Gel-Pulse 13 Running Shoes,59.95,4.5,258,ASICS,1161.0
Cole Haan Men's GrandEvOlution Stitchlite Oxford,99.95,4.7,247,Cole Haan,1160.9
Nike Women's Sneaker,93.81,4.4,262,Nike,1152.8000000000002
Clarks Women's Breeze Bali Loafer Flat,39.99,4.3,268,Clarks,1152.3999999999999
PUMA Womens Bella Sl Lace Up Sneakers Casual Casual - White,70.0,4.4,260,PUMA,1144.0
Easy Spirit Women's Traveltime500 Mule,43.12,4.4,259,Easy Spirit,1139.6000000000001
Clarks Women's Laurieann Kyla Clog,43.43,4.4,259,Clarks,1139.6000000000001
PUMA Women's Pacer Future Allure Sneaker,66.75,4.4,258,PUMA,1135.2
adidas Originals Women's Forum Mid Sneaker,74.99,4.5,252,adidas Originals,1134.0
Rockport Work Men's RK6761 Work Shoe,118.45,4.1,276,Rockport,1131.6
Amazon Essentials Women's Round Toe Medium Heel Pump,29.5,4.1,276,Amazon Essentials,1131.6
Steve Madden Boys Shoes Unisex-Child Caviar Loafer,49.0,4.6,246,Steve Madden,1131.6
Under Armour Women's Charged Impulse 2 Knit Running Shoe,55.67,4.6,245,Under Armour,1127.0
adidas Skateboarding Matchbreak Super,62.96,4.5,250,adidas Originals,1125.0
Capezio Women's E Series Jazz Slip-on Shoe,45.87,4.1,274,Capezio,1123.3999999999999
Easy Spirit Women's Earthen First Walker Shoe,68.27,4.4,255,Easy Spirit,1122.0
Columbia Men's Slack Tide Slip PFG Boat Shoe,48.21,4.6,243,Columbia,1117.8
ALTRA Men's AL0A547G Rivera 2 Road Running Shoe,70.0,4.3,258,ALTRA,1109.3999999999999
Easy Spirit Women's Traveltime Mule,46.78,4.5,246,Easy Spirit,1107.0
Hey Dude womens Wendy Rise Sox,38.22,4.6,240,Hey Dude,1104.0
Cole Haan Women's Grandsport Journey Sneaker,54.97,4.6,240,Cole Haan,1104.0
WHITE MOUNTAIN Women's Copious Slide Sandal,61.49,4.1,269,WHITE MOUNTAIN,1102.8999999999999
Dockers Martin,78.0,4.4,250,Dockers,1100.0
Easy Spirit Women's Hazel Wedge Sandal,46.99,4.1,268,Easy Spirit,1098.8
New Balance Women's Fresh Foam Link Sl V2 Golf Shoe,67.42,4.3,255,New Balance,1096.5
Columbia Men's Trailstorm Peak Mid Hiking Shoe,63.76,4.0,274,Columbia,1096.0
Ryka Women's Balance Oxford,26.13,4.4,249,Ryka,1095.6000000000001
"Skechers BOBS Women's Bobs B Cute Sneaker, Navy, 6.5",49.95,4.6,238,Skechers,1094.8
WHITE MOUNTAIN Shoes All Good Women's Cork Wedge Sandal,41.4,4.3,254,WHITE MOUNTAIN,1092.2
Bruno Marc Men's Winter Slippers Warm Faux Fur-Lined Slip-on Indoor Outdoor Shoes,25.99,4.6,237,Bruno Marc,1090.1999999999998
Salomon Women's Speedcross 5 Gore-tex Trail Running Shoes,159.95,4.5,242,Salomon,1089.0
Rockport Women's Total Motion Leah Pump,99.95,4.0,272,Rockport,1088.0
Salomon Women's X Ultra Pioneer Aero Hiking Shoes Trail Running,134.95,4.3,253,Salomon,1087.8999999999999
Roxy Women's Jasmine Flip Flop Sandal,22.0,4.4,246,Roxy,1082.4
adidas Men's Codechaos 22 Golf Shoe,104.99,4.6,235,adidas,1081.0
Rockport Men's Sl2 Apron Toe Oxford,66.63,4.5,240,Rockport,1080.0
Cole Haan Women's The Go-to Block Heel Pump (45mm),89.95,4.3,250,Cole Haan,1075.0
ALTRA Men's AL0A4VQI TIMP 3 Trail Running Shoe,118.99,3.9,275,ALTRA,1072.5
New Balance Men's Fresh Foam 3000 V6 Turf-Trainer Baseball Shoe,89.93,4.7,228,New Balance,1071.6000000000001
PUMA Men's Aviator Running Shoe,69.75,4.4,243,PUMA,1069.2
Capezio Fierce DS11C Dance Sneaker (Little Kid/Big Kid),59.0,4.0,267,Capezio,1068.0
Brooks Men's Catamount Trail Running Shoe,89.95,4.5,237,Brooks,1066.5
Saucony Women's Freedom 4 Running Shoe,41.99,4.4,242,Saucony,1064.8000000000002
ALTRA Men's AL0A5475 Provision 6 Road Running Shoe,79.41,4.1,259,ALTRA,1061.8999999999999
Saucony Women's Endorphin Pro 2 Running Shoe,72.83,4.5,235,Saucony,1057.5
Bruno Marc Men's Walking Shoes Air Cushion Fashion Sneakers,18.99,4.3,245,Bruno Marc,1053.5
Nike Women's Shoes Free Run 5.0 CZ1891-100,98.0,4.5,234,Nike,1053.0
Sperry Men's Outer Banks 2-Eye Sneaker,59.0,4.4,239,Sperry,1051.6000000000001
Capezio Unisex-Child Juliet Ballet Shoe,26.65,4.6,227,Capezio,1044.1999999999998
Columbia Women's Flow District Sneaker,79.95,4.5,232,Columbia,1044.0
ASICS Kid's Gel-Game 8 Grade School Tennis Shoes,55.06,4.6,226,ASICS,1039.6
Amazon Essentials Women's Ballerina Mule,17.52,3.5,297,Amazon Essentials,1039.5
adidas Unisex-Child Hoops 3.0 Mid Basketball Shoe,44.97,4.7,221,adidas,1038.7
New Balance Men's FuelCell 100 V1 Cross Trainer,90.07,4.3,241,New Balance,1036.3
Columbia Men's Hatana Max Outdry Hiking Shoe,120.0,4.5,230,Columbia,1035.0
Clarks Women's Emily Cove Pump,53.56,4.4,235,Clarks,1034.0
Columbia Women's Vitesse Fasttrack Waterproof Hiking Shoe,48.99,4.2,246,Columbia,1033.2
ALTRA Women's AL0A5489 Rivera 2 Road Running Shoe,89.95,4.3,240,ALTRA,1032.0
Steve Madden Girls Shoes Rezume Sneaker,22.0,4.5,229,Steve Madden,1030.5
Saucony Men's Endorphin Speed 3 Running Shoe,169.95,4.6,224,Saucony,1030.3999999999999
Sperry Men's Striper Ii CVO Seasonal Sneaker,47.52,4.6,224,Sperry,1030.3999999999999
Roxy Toddler Bayshore Slip-On Shoes,33.5,4.5,228,Roxy,1026.0
Ryka Women's Empower Sneaker,53.08,3.9,263,Ryka,1025.7
LifeStride Women's Zendaya Loafer,41.99,4.2,244,LifeStride,1024.8
ALTRA Women's AL0A4VR8 Lone Peak Hiker Trail Running Shoe,149.09,4.5,227,ALTRA,1021.5
Merrell Women's Moab Flight Hiking Shoe,74.35,4.4,232,Merrell,1020.8000000000001
adidas Women's Vulc Raid3r Skate Shoe,54.99,4.0,255,adidas,1020.0
Merrell Women's Alpine Hiker Hiking Boot,49.02,3.9,261,Merrell,1017.9
Ryka Women's Myriad Walking Shoe,53.21,4.1,248,Ryka,1016.8
Capezio Women's DS24 Rockit Dance Sneaker,77.75,4.2,242,Capezio,1016.4000000000001
Cole Haan Men's Grand+ Wingtip Oxford,67.49,4.2,242,Cole Haan,1016.4000000000001
DREAM PAIRS Womens Close Toe Espadrilles Platform Slip on Elastic Criss Cross Straps Dressy Wedges Sandals,39.99,4.0,253,DREAM PAIRS,1012.0
"Ryka Women's, Myriad Walking Shoe",69.99,4.2,240,Ryka,1008.0
Clarks Women's Cora Harbor Loafer,52.99,4.5,224,Clarks,1008.0
Reebok Nanoflex Parafit TR,85.0,4.5,224,Reebok,1008.0
Rockport Men's Metro Path Blucher Walking Shoe,32.83,4.2,239,Rockport,1003.8000000000001
FootJoy Women's Fj Flex Xp Previous Season Style Golf Shoe,69.89,4.3,233,FootJoy,1001.9
Dockers Mens Bronson Rugged Casual Oxford Shoe,49.95,4.3,232,Dockers,997.5999999999999
Dockers Mens Rawls Rugged Cap Toe Boot,44.93,4.2,237,Dockers,995.4000000000001
PUMA Men's Fusion Evo Golf Shoe,44.99,4.5,221,PUMA,994.5
ALTRA Women's AL0A547Y Solstice XT 2 Road Running Shoe,93.0,4.5,220,ALTRA,990.0
K-Swiss Women's Bigshot Light 4 Tennis Shoe,62.9,4.3,230,K-Swiss,989.0
Reebok Women's Classic Leather Sp Sneaker,55.25,4.3,230,Reebok,989.0
FootJoy Men's Superlites Xp Boa Golf Shoe,129.95,4.3,229,FootJoy,984.6999999999999
LifeStride Women's Zoom Sport Sandal,39.05,4.2,234,LifeStride,982.8000000000001
adidas Originals Unisex-Child Superstar Cloudfoam Sneaker,57.0,4.8,204,adidas Originals,979.1999999999999
"Columbia Women's Vitesse Outdry Performance Shoes, Waterproof & Breathable Hiking",56.66,4.2,233,Columbia,978.6
Bruno Marc Boy's Classic Oxfords Dress Shoes (Toddler/Little Kid/Big Kid),29.99,4.5,217,Bruno Marc,976.5
Salomon Men's Alphacross 4 GTX Trail Running Shoe,100.8,4.3,227,Salomon,976.0999999999999
Reebok Women's Classic Leather Legacy Az Cross Trainer,64.0,4.1,238,Reebok,975.8
Steve Madden Girls Shoes Caliber Sneaker,51.62,4.7,207,Steve Madden,972.9000000000001
adidas Originals Unisex-Child Forum Low Sneaker,58.13,4.5,215,adidas Originals,967.5
ALTRA Men's AL0A7R6P Olympus 5 Trail Running Shoe,159.51,4.3,223,ALTRA,958.9
Roxy Women's Colbee Sport Sandal,29.79,4.5,211,Roxy,949.5
Women's Keds Champion Originals Leather,64.9,4.1,231,Keds,947.0999999999999
"Crocs Men's LiteRide 360 Pacer Sneakers, Black/Slate Grey, 8 Men",32.5,4.3,219,Crocs,941.6999999999999
adidas Originals Women's Nizza Platform Mid Sneaker,69.95,4.5,209,adidas Originals,940.5
Salomon Sense Ride 4 Running Shoes for Women,129.95,4.3,218,Salomon,937.4
WHITE MOUNTAIN Women's Being Clog,42.54,3.8,246,WHITE MOUNTAIN,934.8
Merrell Women's Vapor Glove 5 Sneaker,64.95,4.3,217,Merrell,933.0999999999999
K-Swiss Men's Cali Trail Sneaker,74.95,4.4,212,K-Swiss,932.8000000000001
Under Armour Men's Micro G Kilchis Camo Sneaker,75.2,4.5,207,Under Armour,931.5
PUMA Men's Super Liga Og Retro-m,59.95,4.3,216,PUMA,928.8
Brooks Women's Catamount Trail Running Shoe,110.0,4.5,206,Brooks,927.0
Cole Haan Men's Grand Crosscourt Wingtip Sneaker,85.95,4.5,206,Cole Haan,927.0
Columbia Men's Hatana Breathe Hiking Shoe,66.5,4.6,201,Columbia,924.5999999999999
White Mountain Shoes Decree Women's Lace-up Combat Boot,19.75,4.4,210,WHITE MOUNTAIN,924.0000000000001
Lugz Women's Clipper Protege Classic Slip-on Fashion Sneaker,23.95,4.1,225,Lugz,922.4999999999999
Easy Spirit Women's Romy25 Sneaker,79.0,4.5,204,Easy Spirit,918.0
ALTRA Women's AL0A4VR9 Lone Peak All-WTHR Low Trail Running Shoe,115.0,4.2,218,ALTRA,915.6
PUMA Unisex-Child Axelion Running Shoe,29.61,4.5,203,PUMA,913.5
Cole Haan Men's Go-to Plain Toe Oxford,120.04,4.6,198,Cole Haan,910.8
FootJoy Men's Fj Fuel Boa Golf Shoe,129.95,4.5,202,FootJoy,909.0
Rockport Men's XCS Riggs Blucher Water Resistant Walking Shoe,32.4,4.0,227,Rockport,908.0
Capezio Women's CG18 Riff Slip-On Tap Shoe,70.29,4.3,211,Capezio,907.3
"Amazon Essentials Women's Lace-Up Combat Boot, Black, 5",47.5,4.5,200,Amazon Essentials,900.0
Dockers Mens Blake Casual Oxford Shoe,49.99,4.2,214,Dockers,898.8000000000001
FootJoy Women's Pro/Sl Golf Shoes,69.99,4.3,209,FootJoy,898.6999999999999
Dr. Scholl's Shoes Women's Classic Clog,54.99,4.1,219,Dr. Scholl's Shoes,897.9
ALTRA Men's AL0A7R6M Escalante 3 Road Running Shoe,110.83,4.4,204,ALTRA,897.6
Lugz Women's Flirt Hi Zip Winter Boot,69.99,4.4,204,Lugz,897.6
PUMA Women's Better Foam Prowl Slip on Sneaker,48.72,4.4,203,PUMA,893.2
JBU by Jambu Women's Buttercup Mary Jane Flat,76.99,4.5,198,JBU by Jambu,891.0
Merrell Women's Terran 3 Cush Lattice Sandal,52.91,4.2,212,Merrell,890.4000000000001
Salomon Unisex-Child Kids Xa Pro V8 Climasalomon Waterproof Trail Running Shoes,70.0,4.4,202,Salomon,888.8000000000001
"Crocs Men's Swiftwater Wave Flip Flops, Casual Summer Sandals, Beach and Shower Shoes, Navy/Slate Grey, 12 Men",26.24,4.6,193,Crocs,887.8
JBU by Jambu Women's Becca Moccasin,51.32,4.3,206,JBU by Jambu,885.8
Lugz Women's Stagger Hi Slip-Resistant Work Shoe Food Service,56.29,4.3,206,Lugz,885.8
Under Armour Unisex-Child Charged Rogue 3 Running Shoe,44.97,4.7,188,Under Armour,883.6
WHITE MOUNTAIN Shoes Women's Spade Boot,47.99,4.6,192,WHITE MOUNTAIN,883.1999999999999
WHITE MOUNTAIN Women's Hobo Footbed Sandal,28.73,4.5,196,WHITE MOUNTAIN,882.0
Sperry Unisex-Child Salty Washable Moccasin,34.2,4.4,200,Sperry,880.0000000000001
"OLUKAI Hawai'iloa Manu Hope Women's Booties, Soft & Comfortable Waterproof Full-Grain Leather, Elastic Gore Panels for Customized Fit & Wet Grip Rubber Soles",160.0,4.4,199,OLUKAI,875.6
ALTRA Men's AL0A546V Solstice XT 2 Road Running Shoe,123.0,4.4,199,ALTRA,875.6
Crocs Women's Literide 360 Pacer Sneakers,31.99,4.2,208,Crocs,873.6
Bruno Marc Women's Slip-On Flats Dress Comfortable Round Toe Driving Loafers,25.99,4.2,208,Bruno Marc,873.6
Ryka Women's Agility Walking Shoe Sneaker,46.59,4.3,203,Ryka,872.9
Cole Haan Women's Sneaker,52.62,4.4,198,Cole Haan,871.2
JBU by Jambu Women's Wildflower Slide Sandal,7.9,3.7,235,JBU by Jambu,869.5
Salomon Unisex-Child Kids Xa Pro V8 Trail Running Shoes,59.95,4.5,193,Salomon,868.5
Bruno Marc Men's Casual Slip-on Loafers Boat Shoes Men Faux Fur-Lined Warm Loafers Outdoor Indoor Slippers,19.99,4.4,197,Bruno Marc,866.8000000000001
"OLUKAI Nana Hele Men's Waterproof Chukka Boots, Full-Grain Waterproof Leather Shoes & Wet Grip Rubber Soles, Comfort Fit & Arch Support",150.0,4.5,192,OLUKAI,864.0
"OLUKAI Kahu Pahaha Men's Leather Sneakers, Supple Full-Grain Leather Shoes, Drop-In Heel & All Weather Rubber Soles",130.0,4.5,191,OLUKAI,859.5
Easy Spirit Women's Traveltime551 Mule,48.02,4.5,191,Easy Spirit,859.5
Cole Haan Women's Evelyn Bow Driver Driving Style Loafer,81.14,4.2,204,Cole Haan,856.8000000000001
JBU by Jambu Women's Pearl Ballet Flat,50.73,3.6,238,JBU by Jambu,856.8000000000001
Reebok Men's Nano X2 Tr Adventure Cross Trainer,74.99,4.4,194,Reebok,853.6
ALTRA Men's AL0A7R6T Torin 6 Road Running Shoe,70.0,4.0,213,ALTRA,852.0
TOMS Women's Devon Sneaker,59.95,4.3,198,TOMS,851.4
ALTRA Women's AL0A4VQW Olympus 4 Trail Running Shoe,106.97,4.4,192,ALTRA,844.8000000000001
Columbia Men's Plateau Hiking Shoe,49.63,4.3,196,Columbia,842.8
"Ryka Women's, Dynamic Pro Training Shoe",62.97,4.3,196,Ryka,842.8
adidas Originals Unisex-Child Ozelia Sneaker,48.78,4.6,183,adidas Originals,841.8
TOMS Unisex-Child Cordones Cupsole Sneaker,34.95,4.6,183,TOMS,841.8
JBU by Jambu Women's Regal Water Ready Sneaker,54.16,4.6,183,JBU by Jambu,841.8
Nike Lebron Witness 6 Black/Deep Royal Blue-Siren Red (CZ4052 005),84.99,4.5,187,Nike,841.5
"Nike Women's Athletics Shoes, Black, 6 AU",157.49,4.5,187,Nike,841.5
Crocs Unisex-Child Kids' Classic Lined Disney Minnie Mouse Clog,36.77,4.7,179,Crocs,841.3000000000001
Brooks Levitate 4 L.E.,99.5,4.2,200,Brooks,840.0
Sperry Kid's Spinnaker Washable Sneaker,44.95,4.6,182,Sperry,837.1999999999999
Under Armour Unisex-Child Pursuit 3 Alternate Closure Running Shoe,41.61,4.5,186,Under Armour,837.0
Capezio Women's EOS Canvas Jazz Shoe,41.0,4.1,204,Capezio,836.4
ALTRA Men's AL0A5472 Torin 5 Luxe Road Running Shoe,159.95,4.3,194,ALTRA,834.1999999999999
FootJoy Men's Premiere Series-Flint Previous Season Style Golf Shoe,149.95,4.5,185,FootJoy,832.5
Hey Dude Women's Wendy Chambray White Nut Size 5 | Women’s Shoes | Women’s Lace Up Loafers | Comfortable & Light-Weight,32.98,4.7,177,Hey Dude,831.9
Easy Spirit Women's Exploremap,39.99,4.2,198,Easy Spirit,831.6
Cole Haan Men's Hawthorne Penny Loafer,127.5,4.3,193,Cole Haan,829.9
DREAM PAIRS Women's Loafers Leather Penny Loafers Fashion Comfortable Flats Shoes,39.99,4.3,193,DREAM PAIRS,829.9
Brooks Men's Gymnastics Shoes,141.92,4.4,188,Brooks,827.2
LifeStride Women's Maebree Pump,65.96,4.2,196,LifeStride,823.2
Clarks Women's Roseville Sky Loafer,41.99,3.9,211,Clarks,822.9
DREAM PAIRS Boys Girls Shoes Little Big Kids Tennis Running Athletic School Sneakers,39.99,4.4,187,DREAM PAIRS,822.8000000000001
Clarks Women's Emily Clover Pump,53.44,4.3,191,Clarks,821.3
